Entry	Entry name	Status	Protein_names	Gene_names	Organism	AA_Length	Taxonomic lineage (ALL)	Organism ID
A0A1Q3N8V7	A0A1Q3N8V7_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (Fragment)	BGO19_10945	Acinetobacter sp. 38-8	218	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. 38-8"	1895694
A0A1E3GJC9	A0A1E3GJC9_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A9Z54_07030	Acinetobacter sp. 51m	293	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. 51m"	1856846
A0A0M3A0F9	A0A0M3A0F9_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AAV96_16265	Acinetobacter sp. AG1	289	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. AG1"	348388
A0A0M3A262	A0A0M3A262_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AAV97_14790	Acinetobacter sp. Ag2	289	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. Ag2"	1646532
A0A151Y6I2	A0A151Y6I2_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AZH43_00585	Acinetobacter sp. ANC 4149	292	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. ANC 4149"	1806892
A0A1T1GS82	A0A1T1GS82_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	B1202_13225	Acinetobacter sp. ANC 4945	296	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. ANC 4945"	1960941
A0A1T1H2Y9	A0A1T1H2Y9_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	B1201_03050	Acinetobacter sp. ANC 5600	296	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. ANC 5600"	1960940
A0A1J6XZ82	A0A1J6XZ82_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BFN00_01120	Acinetobacter sp. AR2-3	293	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. AR2-3"	1891969
A0A0M1I6I5	A0A0M1I6I5_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ABW55_03185	Acinetobacter sp. C15	290	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. C15"	1661746
R9AZS9	R9AZS9_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	F896_03082	Acinetobacter sp. CIP 110321	288	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. CIP 110321"	1217699
U7GXB5	U7GXB5_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	Q674_12290	Acinetobacter sp. COS3	288	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. COS3"	1397525
A0A127KHT3	A0A127KHT3_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A0J50_13650	Acinetobacter sp. DUT-2	293	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. DUT-2"	1809055
A0A072CX43	A0A072CX43_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	DT74_07880	Acinetobacter sp. ETR1	287	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. ETR1"	1485002
A0A0W3DNW3	A0A0W3DNW3_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AL489_01810	Acinetobacter sp. FDAARGOS_131	293	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex, Acinetobacter sp. FDAARGOS_131"	1876769
A0A1F2VIZ5	A0A1F2VIZ5_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A2003_13400	Acinetobacter sp. GWC1_38_13	288	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. GWC1_38_13"	1797234
A0A1J4NDD9	A0A1J4NDD9_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BK820_11680	Acinetobacter sp. LCT-H3	291	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. LCT-H3"	1914307
A0A0Q5FI66	A0A0Q5FI66_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASF86_16440	Acinetobacter sp. Leaf130	293	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. Leaf130"	1736269
A0A1T1JQZ5	A0A1T1JQZ5_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	MF4640_00970	Acinetobacter sp. MF4640	289	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. MF4640"	1960826
A0A1T1J3P9	A0A1T1J3P9_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	MF4642_12465	Acinetobacter sp. MF4642	289	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. MF4642"	1960825
A0A172YSE6	A0A172YSE6_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A3K93_09190	Acinetobacter sp. NCu2D-2	286	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. NCu2D-2"	1608473
A0A0B0KKA2	A0A0B0KKA2_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	PJ15_0394	Acinetobacter sp. neg1	290	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. neg1"	1561068
S3TMB1	S3TMB1_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	F907_02492	Acinetobacter sp. NIPH 2036	290	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. NIPH 2036"	1217696
A0A0Q7F9H7	A0A0Q7F9H7_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASC84_06565	Acinetobacter sp. Root1280	287	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. Root1280"	1736444
A0A178FX53	A0A178FX53_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AY606_13190	Acinetobacter sp. SFB	293	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. SFB"	1805634
A0A178FV95	A0A178FV95_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AY608_08640	Acinetobacter sp. SFC	289	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. SFC"	1805632
A0A178GI18	A0A178GI18_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AY605_09585	Acinetobacter sp. SFD	293	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. SFD"	1805635
A0A143G5W4	A0A143G5W4_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AMD27_12260	Acinetobacter sp. TGL-Y2	291	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. TGL-Y2"	1407071
A0A0M4GWQ9	A0A0M4GWQ9_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AMQ28_04455	Acinetobacter sp. TTH0-4	293	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. TTH0-4"	1646498
A0A031LQL7	A0A031LQL7_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	CL42_09075	Acinetobacter sp. Ver3	286	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. Ver3"	466088
A0A0J8VE88	A0A0J8VE88_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ACS72_13105	Acinetobacter sp. VT 511	291	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. VT 511"	1675902
A0A1E8E5I1	A0A1E8E5I1_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BJN41_01870	Acinetobacter towneri	290	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter towneri"	202956
A0A037ZG19	A0A037ZG19_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ACMU_17280	Actibacterium mucosum KCTC 23349	382	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Actibacterium, Actibacterium mucosum, Actibacterium mucosum KCTC 23349"	1454373
A0A1D8BZN4	A0A1D8BZN4_9PSEU	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	TL08_17290	Actinoalloteichus hymeniacidonis	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Pseudonocardiales, Pseudonocardiaceae, Actinoalloteichus, Actinoalloteichus hymeniacidonis"	340345
A0A1L7FBJ8	A0A1L7FBJ8_9PSEU	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	UA75_20950	Actinoalloteichus sp. GBA129-24	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Pseudonocardiales, Pseudonocardiaceae, Actinoalloteichus, Actinoalloteichus sp. GBA129-24"	1612551
A0A1Q7WBQ1	A0A1Q7WBQ1_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AUG44_08100	Actinobacteria bacterium 13_1_20CM_3_71_11	405	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, unclassified Actinobacteria, Actinobacteria bacterium 13_1_20CM_3_71_11"	1803477
A0A1Q7BZ02	A0A1Q7BZ02_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AUI14_10135	Actinobacteria bacterium 13_2_20CM_2_71_6	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, unclassified Actinobacteria, Actinobacteria bacterium 13_2_20CM_2_71_6"	1803494
A0A101G058	A0A101G058_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 4.4.1.15)	XD74_1790	Actinobacteria bacterium 66_15	372	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium 66_15"	1635289
A0A0J0UV12	A0A0J0UV12_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 4.4.1.15)	IMCC26207_109197	Actinobacteria bacterium IMCC26207	337	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium IMCC26207"	1641811
A0A0N1NHQ2	A0A0N1NHQ2_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	OK006_4626	Actinobacteria bacterium OK006	338	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium OK006"	1592326
A0A0N0MZA3	A0A0N0MZA3_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	OK074_2405	Actinobacteria bacterium OK074	338	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium OK074"	1592327
A0A0N1GXE3	A0A0N1GXE3_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	OV320_3146	Actinobacteria bacterium OV320	338	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium OV320"	1592329
A0A1Q9LTV9	A0A1Q9LTV9_9PSEU	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BJP25_06980	Actinokineospora bangkokensis	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Pseudonocardiales, Pseudonocardiaceae, Actinokineospora, Actinokineospora bangkokensis"	1193682
W7IDA1	W7IDA1_9PSEU	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	UO65_5837	Actinokineospora spheciospongiae	276	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Pseudonocardiales, Pseudonocardiaceae, Actinokineospora, Actinokineospora spheciospongiae"	909613
A0A1I5HJA5	A0A1I5HJA5_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04489713_106258	Actinomadura madurae	292	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptosporangiales, Thermomonosporaceae, Actinomadura, Actinomadura madurae"	1993
A0A1Q8CT52	A0A1Q8CT52_9PSEU	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BU204_11255	Actinophytocola xanthii	350	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Pseudonocardiales, Pseudonocardiaceae, Actinophytocola, Actinophytocola xanthii"	1912961
A0A1Q8CEP3	A0A1Q8CEP3_9PSEU	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BLA60_05905	Actinophytocola xinjiangensis	332	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Pseudonocardiales, Pseudonocardiaceae, Actinophytocola, Actinophytocola xinjiangensis"	485602
A0A1H2BJW7	A0A1H2BJW7_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04489716_4673	Actinoplanes derwentensis	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micromonosporales, Micromonosporaceae, Actinoplanes, Actinoplanes derwentensis"	113562
U5VRT0	U5VRT0_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	AFR_06190	Actinoplanes friuliensis DSM 7358	336	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micromonosporales, Micromonosporaceae, Actinoplanes, Actinoplanes friuliensis, Actinoplanes friuliensis DSM 7358"	1246995
R4LTW8	R4LTW8_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	L083_5619	Actinoplanes sp. N902-109	334	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micromonosporales, Micromonosporaceae, Actinoplanes, Actinoplanes sp. N902-109"	649831
C6W9K1	C6W9K1_ACTMD	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	Amir_1412	Actinosynnema mirum (strain ATCC 29888 / DSM 43827 / NBRC 14064 / IMRU 3971)	331	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Pseudonocardiales, Pseudonocardiaceae, Actinosynnema, Actinosynnema mirum, Actinosynnema mirum (strain ATCC 29888 / DSM 43827 / NBRC 14064 / IMRU 3971)"	446462
A0A1V2PTT8	A0A1V2PTT8_9PSEU	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ALI144C_25865	Actinosynnema sp. ALI-1.44	330	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Pseudonocardiales, Pseudonocardiaceae, Actinosynnema, Actinosynnema sp. ALI-1.44"	1933779
A0A1A9LCZ0	A0A1A9LCZ0_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A7A78_14020	Aequorivita soesokkakensis	293	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aequorivita, Aequorivita soesokkakensis"	1385699
I3YW02	I3YW02_AEQSU	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	Aeqsu_1689	Aequorivita sublithincola (strain DSM 14238 / LMG 21431 / ACAM 643 / 9-3)	307	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aequorivita, Aequorivita sublithincola, Aequorivita sublithincola (strain DSM 14238 / LMG 21431 / ACAM 643 / 9-3)"	746697
A0A1M6E0F1	A0A1M6E0F1_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04487908_105159	Aequorivita viscosa	307	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aequorivita, Aequorivita viscosa"	797419
A0A0E9ZY79	A0A0E9ZY79_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	MB09_12210	Aequorivita vladivostokensis	293	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aequorivita, Aequorivita vladivostokensis"	171194
A0A0U4BCK5	A0A0U4BCK5_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AERYTH_12520	Aeromicrobium erythreum	320	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Propionibacteriales, Nocardioidaceae, Aeromicrobium, Aeromicrobium erythreum"	2041
A0A0S9R5K9	A0A0S9R5K9_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASF37_12435	Aeromicrobium sp. Leaf289	315	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Propionibacteriales, Nocardioidaceae, Aeromicrobium, Aeromicrobium sp. Leaf289"	1736324
A0A0Q7QLG4	A0A0Q7QLG4_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASD11_12670	Aeromicrobium sp. Root495	326	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Propionibacteriales, Nocardioidaceae, Aeromicrobium, Aeromicrobium sp. Root495"	1736550
A0A0T6TYE1	A0A0T6TYE1_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AO724_10300	Aeromonas allosaccharophila	307	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas allosaccharophila"	656
A0A125Y5S6	A0A125Y5S6_AERCA	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AL345_01510	Aeromonas caviae (Aeromonas punctata)	304	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas caviae (Aeromonas punctata)"	648
A0A1A5WUC0	A0A1A5WUC0_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A9196_08880	Aeromonas dhakensis	315	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas dhakensis"	196024
A0A175VF87	A0A175VF87_AEREN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	LCR_18840	Aeromonas enteropelogenes (Aeromonas trota)	308	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas enteropelogenes (Aeromonas trota)"	29489
A0A1V2F8Y7	A0A1V2F8Y7_AERHY	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BWQ95_06280	Aeromonas hydrophila	315	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas hydrophila"	644
V9ZWI0	V9ZWI0_AERHY	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	AH4AK4_0316	Aeromonas hydrophila 4AK4	315	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas hydrophila, Aeromonas hydrophila 4AK4"	1354302
A0A1U6Y5H7	A0A1U6Y5H7_AERHY	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	V469_21290	Aeromonas hydrophila J-1	315	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas hydrophila, Aeromonas hydrophila J-1"	1419584
A0A023RST6	A0A023RST6_AERME	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	B224_6071	Aeromonas media WS	315	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas media, Aeromonas media WS"	1208104
R1H3M0	R1H3M0_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	G113_10279	Aeromonas molluscorum 848	300	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas molluscorum, Aeromonas molluscorum 848"	1268236
A0A1C7PNF6	A0A1C7PNF6_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A9R10_05630	Aeromonas piscicola	315	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas piscicola"	600645
A0A0W0B9K6	A0A0W0B9K6_AERSA	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	VO70_12130	Aeromonas salmonicida	310	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas salmonicida"	645
A4SSM8	A4SSM8_AERS4	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	acdS ASA_3948	Aeromonas salmonicida (strain A449)	310	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas salmonicida, Aeromonas salmonicida subsp. salmonicida, Aeromonas salmonicida (strain A449)"	382245
